id_cat;text
17;Поехали на рыбалку с Дмитрием, совладельцем базы отдыха, доброжелательный мужчина, показал нам все заливы западного побережья Ольхона, научил рыбачить Маму и сестру, много интересных фактов рассказывал про сам Байкал, рыбалку, животных, весь наш улов Хариуса пожарил на решетке у себя на Базе, невероятно вкусно!!! За душевным и тёплым отдыхом советую к нему! 
17;Фото к сожалению нет, но суп из курочки как домашний, вкусный. Жареная рыбка тоже отличное. Приветливая хозяйка, жили у них же
17;Современный интерьер, вкусная еда, мы были очень рады наконец- то приземлиться и отдохнуть, прогулка была дооолгой, день холодный, правда когда мы пришли отключили свет как обычно, кушали с фонариками, что создает еще  более аутентичную атмосферу) хотя на этот случай классно бы было иметь на столе свечу!)
17;Поехали на рыбалку с Дмитрием, совладельцем базы отдыха, доброжелательный мужчина, показал нам все заливы западного побережья Ольхона, научил рыбачить Маму и сестру, много интересных фактов рассказывал про сам Байкал, рыбалку, животных, весь наш улов Хариуса пожарил на решетке у себя на Базе, невероятно вкусно!!! За душевным и тёплым отдыхом советую к нему! 
17;Фото к сожалению нет, но суп из курочки как домашний, вкусный. Жареная рыбка тоже отличное. Приветливая хозяйка, жили у них же
17;Небольшое уютное кафе. Вкусная еда. Отличное место
17;"Всё было вкусно. Попробовал новое блюдо. Называется ""Ольхон"". Цены демакратичные. Единственный минус не все блюда из меню были в наличии."
17;Пообщавшись с сотрудницей кафе, ничего не захотелось заказывать.  Как будто незванный гость пришёл  
17;Хорошее, вкусное кафе. Персонал правда, через раз улыбается. Но не так уж и страшно.
17;Вкусно,дорого, приятно, хорошие люди!!!
18;Как-то всё не мэтчится: прекрасный вид на Байкал, уютный локейшин, коктейли отличные, обслуживание супер. НО: нет никаких закусок, только мангал (но из 8 позиций в наличие 3). Свининой шашлык с пина коладой ?? музыка долбежка, которую лет 15 назад крутили! Как-то представлялось модное место, а по факту шашлычка со столичными ценами.
18;Были тут на завтраке и на ужине. Завтрак гораздо лучше. Ужин подкосил. Такого количества масла я давно не видела в картошке. Салат с баклажанами даже доедать не стала. А стоит это вообще не своих денег. Борщ единственное был вкусный.
18;Прайс Московский, сервис локальный.Пришли по рекомендации, в целом после посещения «столовых» на острове это место выделяется. На улице играет музыка, горят ретро лампы и, кажется, все, я пришла куда надо.Безусловно, на острове это место одно из тех, что претендует на топ уровень НО, чтобы этого добиться нужно:- привести велком зону в порядок (убрать бычки и бутылки- в туалетах снять страшные таблички на рваных листах А4, добавить полотенца и мыло- научить персонал «радоваться гостям» и проявлять заботу (а не «я ваш официант, надеюсь мы подружимся ????)Из блюд пробовали 3 салата, бургер, скоблянку, чай и пиво.Пиво не испортишь, вопросов нет. Чай «пустой», вроде авторские чаи они должны быть насыщенными, яркими, акцентными, но тут была вода.Бургер приятный, подача красива, салаты тоже понравились.Меню прикрепляю, потому что всегда приятнее приходить в заведение, с чьих ассортиментом ты знаком.P.s. Меня удивило то, что в Саунд бар нет и не будет кофе… сказали «дык вон за углом есть, идите туда» ?? а если я хочу у вас? Чем кофе вам не угодил ?) с вашим десертом штрудель с сибирским мороженым американо отлично бы зашел  
18;Как-то всё не мэтчится: прекрасный вид на Байкал, уютный локейшин, коктейли отличные, обслуживание супер. НО: нет никаких закусок, только мангал (но из 8 позиций в наличие 3). Свининой шашлык с пина коладой ?? музыка долбежка, которую лет 15 назад крутили! Как-то представлялось модное место, а по факту шашлычка со столичными ценами.
18;Были тут на завтраке и на ужине. Завтрак гораздо лучше. Ужин подкосил. Такого количества масла я давно не видела в картошке. Салат с баклажанами даже доедать не стала. А стоит это вообще не своих денег. Борщ единственное был вкусный.
18;Прайс Московский, сервис локальный.Пришли по рекомендации, в целом после посещения «столовых» на острове это место выделяется. На улице играет музыка, горят ретро лампы и, кажется, все, я пришла куда надо.Безусловно, на острове это место одно из тех, что претендует на топ уровень НО, чтобы этого добиться нужно:- привести велком зону в порядок (убрать бычки и бутылки- в туалетах снять страшные таблички на рваных листах А4, добавить полотенца и мыло- научить персонал «радоваться гостям» и проявлять заботу (а не «я ваш официант, надеюсь мы подружимся ????)Из блюд пробовали 3 салата, бургер, скоблянку, чай и пиво.Пиво не испортишь, вопросов нет. Чай «пустой», вроде авторские чаи они должны быть насыщенными, яркими, акцентными, но тут была вода.Бургер приятный, подача красива, салаты тоже понравились.Меню прикрепляю, потому что всегда приятнее приходить в заведение, с чьих ассортиментом ты знаком.P.s. Меня удивило то, что в Саунд бар нет и не будет кофе… сказали «дык вон за углом есть, идите туда» ?? а если я хочу у вас? Чем кофе вам не угодил ?) с вашим десертом штрудель с сибирским мороженым американо отлично бы зашел  
18;Бывший цех рыб завода, переделанный под заведение. Интерьер в котором использованы старые станки и сохранены оригинальные детали. Весело, пьяно, вкусно.
18;Прекрасное заведение, приятная музыка, уютная атмосфераДа цены немаленькие, но наверное разительно отличается по уровню от прочих и есть довольно неплохой выбор блюд, очень вкусных надо отметить
18;Все три блюда, которые я взял были лучшие за поездку на Ольхон.Сугудай прекрасен : с картофелем и мороженой клюквой.Солянка ароматнаяСалат с Байкальской рыбой очень нежный и сбалансированный.друзьям также очень понравились буузы .
18;очень вкусная кухня, свежая рыба и лучшие бузы на Ольхоне. приятное обслуживание, хорошая барная карта, приятная атмосфера как внутри, так и снаружи.
18;С лета 2023 поменялось меню. Теперь можно заказать только бухло+шашлык или шашлык+бухло, шикарный выбор для гостей. Честно, ощущение развала.
18;Московские цены с совсем не московским обслуживанием. Блюда на компанию 9 человек ждали более 2 часов при средней посадке в пятницу вечером. Будьте готовы к ОЧЕНЬ длительному ожиданию и очень не дешевой стоимости блюд. Из хороших моментов - рекомендуем попробовать местный десерт из брусники, кедровых орешков и мёда.
18;Угар!!! Ди-джею 5!!! Лет 5 так не плясала!!! Еда вкусная, коктейли вкусные, алкоголь качественный! Очень было странно увидеть такой бар на краю земли))) В Москве большинство хуже)))
18;отличное место! стоит посетить! 
18;Отличный отдых
18;Пришли в рабочее время, но заведение было закрыто
19;Забежали на быстро пообедать и остались довольны, чисто , уютно, вкусный борщ, цены очень приятные ! Собираемся вернуться , чтоб распробовать остальное меню 
19;Забежали на быстро пообедать и остались довольны, чисто , уютно, вкусный борщ, цены очень приятные ! Собираемся вернуться , чтоб распробовать остальное меню 
21;"Отвратительно! Если бы была возможность поставить -10 так бы и сделал! Им до Вас будет похрен, потому что они думают так, турист один раз поест и уедет, они незаинтересованны чтобы люди к ним возвращались! Сервис - они такого слова не знают, что там на кухне происходит непонятно, блюда отвратительны и супы, и второе, и третье, пять человек в кафе сидит не могут разобраться, что и куда принести, да лучше бы и не приносили! Гадость редкостная, ищите другие места! С таким отношением; такие кафе не должны выживать, при этом ценник неадекватный, за эту цену вы найдёте в Хужире места намного лучше! Если этот отзыв читают владельцы кафе, задумайтесь над вашим отношениям к клиентам, были 08.07.22"
21;Из плюсов - удобное месторасположения, в центре поселка.Минусы: плохая уборка столов, не всегда на месте персонал, медленное обслуживание, еда не лучшего качества. Второй раз обедать в этом кафе желания не возникает.
21;Заказала 3 буузы (они же позы). Четверть всей начинки - лук, безвкусные, нет соевого соуса. нет приёма карт, только нал и переводы. Грязно, а мой стол качался и был почти сломан так, что малейшее нажатие на столешницу расплескало половину моего морса.Вообще не рекомендую. 
21;"Отвратительно! Если бы была возможность поставить -10 так бы и сделал! Им до Вас будет похрен, потому что они думают так, турист один раз поест и уедет, они незаинтересованны чтобы люди к ним возвращались! Сервис - они такого слова не знают, что там на кухне происходит непонятно, блюда отвратительны и супы, и второе, и третье, пять человек в кафе сидит не могут разобраться, что и куда принести, да лучше бы и не приносили! Гадость редкостная, ищите другие места! С таким отношением; такие кафе не должны выживать, при этом ценник неадекватный, за эту цену вы найдёте в Хужире места намного лучше! Если этот отзыв читают владельцы кафе, задумайтесь над вашим отношениям к клиентам, были 08.07.22"
21;Из плюсов - удобное месторасположения, в центре поселка.Минусы: плохая уборка столов, не всегда на месте персонал, медленное обслуживание, еда не лучшего качества. Второй раз обедать в этом кафе желания не возникает.
21;Заказала 3 буузы (они же позы). Четверть всей начинки - лук, безвкусные, нет соевого соуса. нет приёма карт, только нал и переводы. Грязно, а мой стол качался и был почти сломан так, что малейшее нажатие на столешницу расплескало половину моего морса.Вообще не рекомендую. 
21;Хорошо и вкусно накормили. Быстрая подача. Накормили и не выгнали, когда до закрытия оставалось 15 мин. 
21;Ужасно.  Сервис кошмарный, еда тоже. На столе стоит кнопка вызова, на которую не реагируют. Несколько раз просили официантку подойти, говорила позже. Потом оказалось, что зря ждали, другие у стойки заказываали, сказать об этом она нам не удосужилась.Оплату берут вперёд и это понятно. После первого блюда остальные я бы отменила и ушла. Взяла рыбные пельмени и запах был ... грязной посуды, как и запах других супов. Ложки кучей нам бросили прямо на стол, который неизвестно когда и чем вытирали.  
21;Буузы хорошие, остальное как повезет, порции маленькие, цена/качество завышена, на мой взгляд. 
21;Перекусили в этом месте позами и картофелем с котлетой.Все было очень вкусно и сытно, к мясу вопросов нет.Девушка за стойкой - одна из немногих обитателей хужира, кто умеет работать с клиентами, улыбается и помогает определиться с выбором.Рекомендую!
21;Кафе, где не заинтересованы в клиентах. Можно зайти и никого из персонала не увидеть. Приходится звать. Еда среднего качества.
21;Нормальная по местным меркам еда, хушуры и закусочный удачные, бухлёр не очень. Есть веранда
21;Цены высокие, нет воды (умывальник с ледяной водой), в борще вместо мяса один плавает один жир, гуляш сделан из жил какого то животного, гарнир как будто с мороза принесли. Если хотите есть - сходите в магазин, или в другое кафе, но только не сюда. 
21;В этом баре не был, но на о. Ольхон, в пос. Хужир был, и мне там понравилось, особенно баня на берегу местного пляжа. Крутяк полный, направился и в Байкал, просто не передаваемые ощущения!!!
21;Дорого, не вкусно. Принесли блюдо в пластиковой тарелке, плохо разогрели, железные ложки положили на стол без салфетки, просто на стол! Не советую. Рейтинг 4.2 не верный. 
21;Вкусные бузы, остальное не оч 
21;Дорого, невкусно, но порции большие.
21;?????вкусно, плов супер
21;Отличное место!
21;Вкусно перекусили позами!!!
21;шашлыки удались
21;Отличная кухня!!!
22;Хорошо кафе, приятный персонал, чистый уютный туалет. По центру адекватно.
22;Ну всё же скорее столовая. Выбор блюд типично не отличается разнообразием. Ждали недолго. Вежливые девочки. Народу немного, даже в пиковые часы. Чисто.
22;Большое кафе, большие столы сели компанией без проблем. Ждали только позы, не зря, того стоят. 
22;Хорошо кафе, приятный персонал, чистый уютный туалет. По центру адекватно.
22;Ну всё же скорее столовая. Выбор блюд типично не отличается разнообразием. Ждали недолго. Вежливые девочки. Народу немного, даже в пиковые часы. Чисто.
22;Большое кафе, большие столы сели компанией без проблем. Ждали только позы, не зря, того стоят. 
23;Очень вкусно , каждый раз забываю сфотографировать . Брали и позы, и чебуреки, хушур , супчики , все великолепное . А Как очень приятные ребята официанты ) а еще пирожки просто пушка ??????
23;Все вкусно, позы очень сочные, но большие всего понравилась, согудай и блинчики ??
23;Все очень вкусно и супчики и позы и рыбка, можно смело есть??
24;Самые вкусные чебуреки - здесь!!! И все остальное меню - просто ????
24;Вкусно
24;Самые вкусные чебуреки - здесь!!! И все остальное меню - просто ????
24;Вкусно
25;Приятная обстановка. В кафе чисто, уютно. Очень понравились позы, уха. Драники были не очень. Огромный минус этого кафе - очень долгое обслуживание. Позы готовились около 1 часа, уха-40 мин., драники около 1,5 часа. Еще минут 10 ждали когда принесут счет. Вобщем, если у вас свободное время и вы можете его потратить на ожидание подачи блюд, это кафе посетить можно.
25;Прекрасный вид из окна. Приятное обслуживание. А главное-вкусно. Рекомендую попробовать сагудай-блюдо из маринованного сига. Уха,вареники ручной лепки-получите удовольствие.
25;Чудесное кафе, все недорого и очень вкусно. Пробовали борщ и солянку, очень вкусно. Порция блинов 2 шт с настоящей сметаной (50 рублей). Позы настоящие, делали прямо при нас. Всем рекомендую!
25;Приятная обстановка. В кафе чисто, уютно. Очень понравились позы, уха. Драники были не очень. Огромный минус этого кафе - очень долгое обслуживание. Позы готовились около 1 часа, уха-40 мин., драники около 1,5 часа. Еще минут 10 ждали когда принесут счет. Вобщем, если у вас свободное время и вы можете его потратить на ожидание подачи блюд, это кафе посетить можно.
25;Прекрасный вид из окна. Приятное обслуживание. А главное-вкусно. Рекомендую попробовать сагудай-блюдо из маринованного сига. Уха,вареники ручной лепки-получите удовольствие.
25;Чудесное кафе, все недорого и очень вкусно. Пробовали борщ и солянку, очень вкусно. Порция блинов 2 шт с настоящей сметаной (50 рублей). Позы настоящие, делали прямо при нас. Всем рекомендую!
25;Персонал тактичен, уважителен, внимателен к посетителям. Свежий, чистый ресторан, с хорошей мебелью и интерьером в целом. Еда не сложная, но очень вкусная по домашнему.
25;Цены конечно хорошие, но если едешь отдыхать нужно быть готовым к такому. А в целом можно себя побаловать. Кухня на твердую 4ку
25;Кафе в Баяндае. Позы не готовят, а разогревают. Не понравилось. Чебуреки- тесто не прокусить. Не порадовали короче.
25;"Колоритно, вкусно. Был ""косяк"" официантки, но в целом-умнички??"
25;Всё вкусно, по-домашнему, вежливый персонал, уютная атмосфера.
25;Очень понравилось, кухня домашняя! Персонал очень отзывчивый. 
25;Очень уютное кафе.доброжелательный персонал разнообразное меню ,большие порции очень все вкусно .
25;Все съедобно и даже недолго готовится, однако ценообразование смущает.
25;Вкусно, приятно посидеть попить кофе или чай, вкусно поесть
25;Вкусно, очень вежливый персонал. Рекомендую.
25;Отлично
25;Очень достойно и вид хороший
25;Отменная кухня!!
25;Не вкусно 
26;Отличное кафе, в радиусе 100км нет лучше, обслуживание быстрое, цены приемлимые (солянка вкуснейшая 250р за большущую тарелку), чебуреки и позы безподобные (опять же, делайте скидку на дальность и дикость мест!), всякие цезари не советую??, тут едят что бы вкусно и калорийно, а не что бы пофотать салатик!!!  Есть косяк что народу много, но не пугайтесь, все быстро едят и столы освобождаются пока вы стоите в очереди за заказом! И очереди не пугайтесь, все как животные в засуху мирные и общительные))) Люблю это место с 2018года??????P.S. Всем хорошего отдыха на Байкале??
26;Это кафэ стало вишенкой на торте в нашем путешествии из Листвянки в Листвянку через о. Ольхон. Не буду тратить Ваше время на наши злоключения. В общем накормили нас вкусно, сытно и быстро! Позы просто шедевр, очень сочные, мясо вкусное можно отъесть ум и так как были мы там 19 февраля 2024г и нас ожидал долгий путь в Листвянку мы прихватили с собой еще свеже слепленных поз на вечер. Девочки нам все упаковали с собой так, что ничего не слиплось. Девушка на кассе очень внимательна и приятна в общении (жаль что не спросила имя), повора просто молодцы!
26;Лучшее кафе в данной местности, вкуснейшие чебуреки с мясом и сыром, есть вино бокалом, вполне достойное. Обслуживание супер, очень приятная и вежливая девушка на кассе. 
26;Отличное кафе, в радиусе 100км нет лучше, обслуживание быстрое, цены приемлимые (солянка вкуснейшая 250р за большущую тарелку), чебуреки и позы безподобные (опять же, делайте скидку на дальность и дикость мест!), всякие цезари не советую??, тут едят что бы вкусно и калорийно, а не что бы пофотать салатик!!!  Есть косяк что народу много, но не пугайтесь, все быстро едят и столы освобождаются пока вы стоите в очереди за заказом! И очереди не пугайтесь, все как животные в засуху мирные и общительные))) Люблю это место с 2018года??????P.S. Всем хорошего отдыха на Байкале??
26;Это кафэ стало вишенкой на торте в нашем путешествии из Листвянки в Листвянку через о. Ольхон. Не буду тратить Ваше время на наши злоключения. В общем накормили нас вкусно, сытно и быстро! Позы просто шедевр, очень сочные, мясо вкусное можно отъесть ум и так как были мы там 19 февраля 2024г и нас ожидал долгий путь в Листвянку мы прихватили с собой еще свеже слепленных поз на вечер. Девочки нам все упаковали с собой так, что ничего не слиплось. Девушка на кассе очень внимательна и приятна в общении (жаль что не спросила имя), повора просто молодцы!
26;Лучшее кафе в данной местности, вкуснейшие чебуреки с мясом и сыром, есть вино бокалом, вполне достойное. Обслуживание супер, очень приятная и вежливая девушка на кассе. 
26;Кафе мне понравилось, позы очень вкусные, чебурек с сыром отпад, советую. Салат цезарь не плохой, но майонеза много. Морсы очень понравились, как дома. Обслуживание быстое, девочки молодцы, вежливые, улыбчевые.
26;Отличное место . Готовят вкусно , блюда разнообразные . Время ожидания минимальное , отзывчивый персонал .Есть большой выбор алкогольных  напитков,очень вкусные десерты . Если отдыхаем на Куркутском заливе , кушаем именно только там ) Рекомендую очень
26;Очень вкусная еда, хороший выбор на любой вкус. Замечательная хозяйка. Нам очень все понравилось! Солянка и бузы просто обьядение!
26;Всегда свежие блюда, отменные позы и чебуреки, приятный добродушный персонал, уютная атмосфера, есть летняя веранда. Ожидание минут 20. Так же в продаже имеются холодные напитки и вкуснейшие десерты.
26;Пробовали еду в разных близлежащих кафе, но здесь понравилось больше всего, поэтому питались после проб и ошибок только здесь, как и большинство людей. Чисто, вежливый персонал, позы ждать минут 15, остальное подают быстрее. Сервис здесь значительно лучше. Еда вкусная, особенно детям понравился молочный коктейль и донаты.
26;Наше любимое кафе!!! Заслуженно самое лучшее) даже если едем не в эту сторону, обязательно выделяем время на посещение)Что обычно берём: цуйван, позы, сырники, блинчики, лагман, борщ, бухлер (да, у нас большая семья))Дети добирают порции салатами-десертамиВсе ооочень вкусное!!!
26;О том, что здесь лучшие чебуреки и позы я наслышана давно - и это аюсолютная правда. Ставлю 5 из 5! Вежливый персонал. Все блюда готовятся индивидуально. Чисто и уютно. Широкий выбор блюд. Заказывала еще вареники - это просто сказка! Спасибо за вкусные обеды, ужины ??
26;Хорошее кафе рядом с переправой на Ольхон. Немаленькое меню, довольно быстрое и четкое обслуживание при большом потоке посетителей, почти все попробованные блюда при втором посещении заказали снова - вкусно!Обстановка простая, но аккуратная. Цены привлекательные.
26;На малом море мало мест, где можно вкусно пообедать, Феникс одно из них.Тепло, вкусно, быстро.
26;Фантастическое кафе в данной местности! Много блюд на выбор. Есть глинтвейн. Не советую брать удон и позы суховаты, но все равно вкусно. Голодными не останетесь??
26;Отличное место, вкусное иркутское пиво, позы, чебуреки с мясом, хороший и вежливый персонал, были очень довольны, рекомендуем к посещению!
26;Отличное кафе, приветливый персонал, вкусная еда, большинство блюд готовятся под заказ, поэтому это всегда горячее и свежее, есть безнал, что немаловажно, т.к у многих только наличка или перевод.
26;Очень вкусный лагман!) заходили несколько раз, все вкусно и по относительно приемлемым ценам)
26;Очень вкусно , порции большие , обслуживание быстрое , персонал вежливый . Очень понравилось , спасибо 
26;Очень любим местную кухню, и всегда заезжаеммв это кафе,но нынче позы прям были очень сильно с добавлением печени
26;Была бы оценка «0» поставил бы ее. Никакого нормального обслуживания. Филиал на берегу, ждал еду час, сказали ехать в другое место. Еще возмущаться. Ужас. 
26;Отличное кафе!Посещаем его уже три года,все Отлично!Быстро,вкусно,не дорого??
26;Отличная кафеха. Еда вкусная и порции подходящих размеров, не огромные и не маленькие. Персонал вежливый! Однозначно рекомендую! Расположение указано не верно, кафе находится через дорогу от метки. Но вывеска весит, не перепутаешь.
26;Хорошая кафешка на берегу Байкала, вкусная местная  еда, завтраки, салаты, позы
26;Приветливый персонал, спокойная атмосфера, еда вкусная, подача блюд не совсем по очереди и одному посетителю за столом принесли а другой сидит и смотрит. В целом очень хорошее место из близлежащих.
26;Очень хорошее кафе..... Не первый сезон..... И всё только сюда..... ??
26;Хорошее кафе в куркуте - большой выбор по меню, а не только позы и чебуреки! Быстрое обслуживание, классная летняя веранда!
26;Кафе с классным и очень внимательным персоналом. Даже несмотря на отключение света из-за урагана, подали вкуснейшую еду. Позы пушка! Пирожок с капустой улёт ??Очень рекомендую 
26;Феникс очень уютное, хорошее кафе. Еда просто класс!!! Персонал отличный!!!
26;Поесть после экскурсии можно
26;Хорошее место, вкусная еда, быстрое обслуживание
26;Отличная кухня и доброжелательный персонал.
26;Очень понравилась кухня,вкусные позы и салат восточный,ещё понравился молочный коктейль.Обязательно приеду за добавкой:)
26;Цены надо не много ниже,а так почти все есть хорошр удачи
26;Вкусно и быстрое обслуживание
26;Цены космические , а готовить не умеют и еще женщина пристает с рекламой по туризму 
26;Вкусно, чисто, кофе варят очень достойный.
26;Неплохо для глуши, персонал старается. Удаление от цивилизации и отключение электричества не позволяют работать для посетителей на полную катушку.
26;Отличное кафе, вкусно, бюджетно!
26;Очень вкусно готовят!
26;Рекомендую. Кормят вкусно по доступным ценам
26;Вкусно, ждали не долго.
26;Всё необходимое есть,
26;Заказывали буузы, подали какое-то.. недоразумение. Просто больше другие Кафешки не работали. Зайти, разве что погреться..
26;Всё вкусно. Бармен Ксения отзывчива добра
26;Вкусно, приветливый персонал, бюджетно и с душой! 
26;Здоровский персонал,вкусная еда,быстро.
26;Вкусно, недорого, адекватный персонал
26;Быстрое обслуживание, всё вкусно.
26;вкуснотища и красотища!!
26;Хорошая кафешка!Рекомендую!!!
26;Вкусно
26;Самые вкусные позы на Байкале! Особенно если подружиться с прекрасными официантками ??
26;Вкусно 
26;Нет санузла в Кафе. На улице не в счёт ??
26;Вкусный ??
26;Солянка огонь!
26;Очень вкусно кормят!
26;Понравилось все
27;Лучшие кафе в пределах 10км, вкусная еда, отзывчивый персонал, удобное местоположение, есть теплый туалет. Комфортный и красивый интерьер. Лучше не найдете места)
27;Персонал конечно приветливый, но еда так себе, мясо в  чебуреках мне не понравилось, чувствуется  что не своего производства, заказывали картофель фри- при отсутствии посетителей ожидание минут 25, да и дороже, чем у конкурентов...
27;Очень вкусная кухня! Приветливый и обходительный персонал!Уютная атмосфера!Удобное месторасположение!Из минусов-отсутствие теплого, санузла.
27;Лучшие кафе в пределах 10км, вкусная еда, отзывчивый персонал, удобное местоположение, есть теплый туалет. Комфортный и красивый интерьер. Лучше не найдете места)
27;Персонал конечно приветливый, но еда так себе, мясо в  чебуреках мне не понравилось, чувствуется  что не своего производства, заказывали картофель фри- при отсутствии посетителей ожидание минут 25, да и дороже, чем у конкурентов...
27;Очень вкусная кухня! Приветливый и обходительный персонал!Уютная атмосфера!Удобное месторасположение!Из минусов-отсутствие теплого, санузла.
27;Классно провели выходные! Можно проводить их всей семьёй! Жарить шашлыки! Купаться и загорать! Особенно рекомендую домики у Пронькиных! Отличный гостиничный дом, где Вам никто не помешает
27;Отвратительное обслуживание! Пустой зал и заказ носила Пол часа и то после напоминаний
27;Хороший залив, прикрасное место для отдыха, отдохнули очень хорошо много мест безопасных для отдыха с детьми
27;В кафе разнообразная еда, но не так сильно понравилось, а вот магазин отличный - всё есть, и цены достаточно демократичные??
27;Вкусно спасибо душевный приём, что-то было что не понравилось но пока доехал забыл, значит все было отлично)))))
27;Кафе супер рекомендую??а в  магазине есть всё!
27;Все отлично
27;класное место на Байкале
27;Красота.... холодно
27;Неплохой магазин есть всё необходимое
27;Позная,очень вкусно покормили,одно только ,цены завышены
27;Недорого, и открывается рано. Часто здесь завтракали.
