negative_text;positive_text;hotel_id
берите с собой тапки и зубные принадлежности);чистый, аккуратный домик. заботливая хозяйка, которая помогала в вопросах быта и экскурсий);15193_101hotels
Для меня особых минусов не было;"Очень довольна проживанием в гостевом доме. Комната уютная, чистая, из окна открывается вид на Байкал. Кровати удобные; душ, туалет на этаже, тоже чистые. Хозяйка гостеприимная. Есть общий холодильник, микроволновка. В номере чайник. До мыса Бурхан минут 20 пешком, но мне даже нравилось прогуляться по посёлку. Недалеко есть магазин Хороший. В номерах, конечно, слышно как разговаривают соседи, но я думаю, во всех гостевых домах такого типа подобная слышимость. В целом, меня это не смущало. 
Самое классное, это когда я проснулась утром и прямо с кровати увидела в окно Байкал. Вот это очень круто было! Спасибо.";15193_101hotels
Было холодно в номере.;Хорошее расположение. Недалеко есть кафе где можно позавтракать.;15193_101hotels
;;15193_101hotels
"Кто хозяева до конца осталось не ясно. Вот отдельный хозяйский дом, потенциально, кто выходит из этого дома - хозяин. Заезжали во второй половине дня, в совмещенном санузле, одном на 3 номера, было не очень чисто (хотя это вопрос и к проживающим соседям), уборка была явно только на следующий день днём. В санузле нет ни запаса бумаги, ни освежителя, никакой вентиляции. Душ очень криво включается и настраивается.
Дом типичный ""под ключ"" с потрясающей слышимостью дыхания соседей. А уж с учетом, что номер был на втором этаже, ну, топот слышался хорошо, и самим было стыдно утром спускаться, громыхать на весь дом по высоким ступенькам. 
Кухня в отдельном помещении, вода пахнет болотом, посуды минимум, доска для нарезки одна, вся засаленная уже. Каких-то тряпочек-салфеточек нет. Только губки для мытья посуды. 
Чайник в номере с вековой накипью с затухшей водой встретил.";Удобное расположение гостевого дома, близко к автостанции, центральной улице и берегу Байкала. Вид из окон на Байкал. Комната большая, помимо кроватей/стульев/шкафа в комнате есть столик и диван, чайник и пара чашек. Есть где вечером отдохнуть перед сном. Кровати удобные, бельё чистое, в комнате тоже чисто.;15193_101hotels
Плохая звукоизоляция , очень слышно соседей и посторонние звуки. 1 ванная комната на 2 этажа , постоянно приходилось стоять в очереди утром и вечером. На кухне плитка медленно нагревается;Новый деревянный дом , большая комната, удобные кровати. Удобное расположение в тихом месте поселка, недалеко от Сарайского пляжа и автостанции Хужир. Приятные хозяева.;15193_101hotels
;Нам очень понравилось, хозяева чудесные добрые люди, готовые всегда придти на помощь ;15193_101hotels
;;15193_101hotels
;Хорошее расположение гостевого дома ,вдали от шумных дорог, недалеко находится супермаркет, бюро по экскурсиям и многие туристические обьекты, сама территория гостевого дома уютная ,чистая, просторные комфортные номера, я в восторге приятном! Номер как однушка ;15193_101hotels
Сделайте что-нибудь со звукоизоляцией, пожалуйста. Невозможно спать, слышно абсолютно все: разговоры соседей, шаги, от хлопанья дверью трясется пол. Под нами жили молодые люди, которые всю ночь бодрствовали, ощущение было такое, как будто соседи говорят прямо тебе на ухо. Хозяйка вошла в положение и переселила нас в другой номер, за что ей спасибо.;Симпатичный деревянный дом, на втором этаже 4 номера и два санузла, так что проблем с очередями не было. Номер просторный, есть шкаф для одежды. Из нашего окна был шикарный вид на Байкал. Кухня в отдельном домике с холодильником, плитой, микроволновкой и чайником, очень удобно было готовить. Хороший отель, учитывая цены на Ольхоне, стоит своих денег.;15193_101hotels
Минус один - слышимость. Каждое утро просыпались от кипишных соседей. Встанут в 7-8 утра и давай топотить и мебель двигать. Слышно оооочень сильно.;Всё понравилось. Номера уютные, чистые. Сан.узел один на два номера, убирают каждый день. Кухня чистенькая, очередей там нет. Очень отзывчивый и приятный персонал. Привет Лене, Наталье и Алексею!;15193_101hotels
"Шумоизоляция между комнатами не очень-то хороша, соседей мы слышали, как и проезжающие по улице машины. Хотя их было немного.
Wi-fi практически отсутствовал. Хозяева сообщили, что он настолько плох, что и они сами используют мобильный интернет. Впрочем, в целом в Хужире с Интернетом сложности.";Прекрасное место, радушные хозяева. Гостевой дом находится немного в стороне от главных улиц Хужира (максимум 10 минут ходьбы), поэтому достаточно тихо, что благотворно для сна. Мы жили в домике на 2 комнаты, что добавляло спокойствия. Наш номер со столом, чайником, своим санузлом, 2 отдельные кровати расположены не в притык друг другу. таким образом, у каждого есть своё личное пространство. На общей кухне можно приготовить еду, воспользоваться холодильником и микроволновкой. На территории есть мангальная зона и костровище, Виден берег Байкала, можно закаты лицезреть);15193_101hotels
;"отличное расположение. Семейный номер большой, свой выход на террасу. 
В сан узле (в номере) не помешало бы заменить сантехнику, убитые краны. Хотелось бы еще хороших полотенец и постельное белье, оно чистое, но уж сильно уставшее. 
Во всем остальном спасибо администрации за прием и решение всех наших вопросов.";15193_101hotels
Из минусов можно отметить отсутствие Wi-Fi, но, кажется, это проблема всего острова.;Большая комната, наличие общей кухни, где можно при необходимости приготовить, и холодильников. Чистые туалеты и душ. Хозяйка помогала в бронировании экскурсий.;15193_101hotels
Плохая звукоизоляция, очень слышно слышно соседей сверху, все их передвижения и частично разговоры.;Просторный, чистый номер с отдельным входом. Свой санузел в номере. Тепло.;15193_101hotels
Название Гостевой дом можно было сделать вывеской, или адрес расположить со стороны улицы, чтобы было видно. Добавить розеток в комнату;Чисто, доброжелательно, спокойно.;15193_101hotels
Номер очень уютный, просторный, все новое и в прекрасном состоянии, нам очень все понравилось, но вечером темно в номере, слабовато освещение.;"В отеле все чисто и красиво, но нас никто не встретил, кроме маленькой девочки, которой пришлось отдать деньги, чек не получили;)";15193_101hotels
;Останавливался на два дня в Саянске.  Номер в гостинице представляет собой однокомнатную квартиру с кухней и ванной комнатой, туалетом.   В принципе все есть. Мебель в комнате довольно удобная, может и не такая уж новая, но аккуратная и в хорошем состоянии, кровать широкая, постель свежея, письменный стол, удалось даже поработать вечером, интернет, кстати нормальный. На кухне большой холодильник, чайник, плита, набор посуды. Расположение хорошее, рядом супермаркет и пара других магазинов.;490445_101hotels
;Уютный санаторий с большой территорией, чистый номер, мебель и сантехника в отличном состоянии, сытные завтраки, красивый вид из окон, быстрый интернет, большой бассейн, фитнес-центр с новыми тренажерами, рядом продуктовые магазины, доброжелательный и отзывчивый персонал подсказал, что посетить в городе. Очень рекомендую!;490748_101hotels
;Очень уютно и комфортно. Отзывчивый и дружелюбный персонал.;651246_101hotels
;"В данном отеле проживали двое суток, администраторы приветливые и всегда готовы помочь. 
При заселении нам открыли номер и больше не беспокоили, что считаю плюсом. 
Наш номер был в точности как представлено на фото, чисто, уютно.
Также имеются завтрак и ужин, не пробовали, но цена приемлемая. 
В шаговой доступности располагается Байкал (буквально в 1 минуте ходьбы) в 10 минутах ходьбы вокзал, в 15 минутах ходьбы центр города.";559429_101hotels
Всё понравилось. По питанию не могу ответить - у нас не входил завтрак. Поесть вкусно можно рядом в кафе Baikalov до позднего вечера ( купив алкоголь в соседнем магазине).;Очень приятный отель с милой территорией, удобно расположен в 12 минутах пешком от жд и от прям на первой линии от Байкала. Номера у нас было 2 с одной кухней и санузлом, все чистое и есть всё, что нужно для проживания ( чашки, чайник, свч, шампунь, фен), заселение и выселение прошли удобно и быстро.;559429_101hotels
;;559429_101hotels
;;559429_101hotels
"Грязно: нашла засохшие апельсиновые косточки в прикроватной тумбе, плесень под плинтусом душевой и на шторке, запах из санузла то ли кошачьей мочи, то ли сырости.
Питьевая вода: комбо такое: сначала продавать из-под полы соленую рыбу, а потом устанавливать ограничения на пользование кулером, причем претензии высказывались не мне, мне мило улыбались, а моему сыну.
Обслуживание: очень навязчивый администратор ""купите что-то пожалуйста"": рыба, настойка, кофе, завтрак, два завтрака и тд.
Комфорт: окно в номере на проветривание не открывается, постельное белье советской эпохи как по расцветке, так и потертое и дырявое, но при этом чистое. Нас было двое, одеяло одно. Про второе упомянули, что оно есть в шкафу и да, есть, но без пододеяльника и такого вида, что не хочется к нему прикасаться. Графинов и чайников в номерах нет. Кулер нужно просить, чтобы включили, чтобы получить таки горячую воду.
Вернемся ли мы сюда снова? Вопрос интересный, так как Аршан является почти монополистом, рядом гостиниц-то и нет, поэтому и не развивается, а зачем? И так сойдет... Не вернёмся, лучше снять квартиру, чем снова сюда.";Расположение очень удачное: и близко к вокзалу, и Байкал в 100 м. До центра города 1,2 км;559429_101hotels
Никаких минусов, все очень понравилось!;Гостиница на 5 звёзд. Очень хорошее обслуживание.;559429_101hotels
;Прекрасное местоположение, свой выход на Байкал, удобные беседки во дворе! А самое главное, как там сладко спиться! Всем рекомендую!;559429_101hotels
;;559429_101hotels
Всем довольна.;Гостиница находится в шаговой доступности от ЖД станции Байкальск пригородный.Это очень удобно ,если планировать поездку из Иркутска.Злесь работают необыкновенно доброжелательные и гостеприимные люди.На любой вопрос дают исчерпывающие ответы.В гостинице тихо и чисто.В номере есть все необходимое.Тепло и уютно.Для хранения и приготовления пищи есть небольшая кухня.Спасибо Екатерине,Наталье и Жанне за заботу и внимание!;511615_101hotels
;Чистый уютный номер, вежливый приветливый персонал, закрытая парковка;511615_101hotels
"Пожелание - длинный рожок для обуви в каждый номер! Нам его сильно не хватало. 
И в душевой должна быть полочка.
Спасибо.";Добрый день. отдыхали в Куршавель в середине марта. Отличное местоположение отеля. Рядом каток, беговая лыжня и тропа Здоровье до самой Соболиной горы (30 минут неторопливым шагом). В отеле уютно по-домашнему. Наш двухместный номер порадовал чистотой и комфортом (и красивые шторы на окне). Поскольку за окном была плюсовая температура, отключили батареи, но в номере было тепло. Понравилось, что в отеле есть небольшая кухонька на этаже. Можно пользоваться холодильником, микроволновкой и столовыми приборами. Приветливые сотрудники. Спасибо им большое за внимание к гостям.;511615_101hotels
;;511615_101hotels
;;511615_101hotels
Достаточно жесткие подушки. Это не очень удобно;;511615_101hotels
;;511615_101hotels
;;511615_101hotels
;Оставались переночевать по дороге с Владивостока. Это просто отличная гостиница! Очень удивилась чистоте сан узла. Все настолько чистое, что я даже спросила у администратора: номер после ремонта и мы первые кто в него заехал? Даже на душевой кабинке нет ни одной капельки или развода. В комнате уютно, тепло, ни одной соринки, ни пылинки. Номер очень тёплый, постельное белоснежное белье настолько приятное, а пуховые подушки и одеяло лёгкие, что из кровати не хочется вылезать. Белые мягкие полотенца, есть даже для ног. И такая тишина вокруг! Уютно, как дома. Даже уезжать не хотелось. Администратор Татьяна очень приятная, все показала, рассказала, подсказала в вопросах не касающихся гостиницы. Показала как проехать к озеру, и как пройти пешком, если захотим прогуляться. Машину можно поставить за ворота, на территорию гостиницы. По периметру ведётся видеонаблюдение. Есть возможность забронировать номер заранее. В следующую поездку однозначно остановлюсь здесь! Спасибо что доставляете комфорт вашим гостям!;511615_101hotels
Негде приготовить полноценный завтрак) нет варочной панели;;511615_101hotels
Не хватало мусорного ведра конкретно в комнате. Двери бы поплотнее, нам досталась с щелью (8 номер, по-моему).;Отличное расположение. Дружелюбный персонал. Отдельная благодарность за то, что дали зарядку для телефона, которую мы забыли дома. Хорошая душевая кабина. Полотенца чистые: для лица, для тела, под ноги в сан узле.  Девочек с собачкой поселили в противоположном конце, за это тоже спасибо. Стоянка под камерой. Рядом Бристоль и всё-такое. Соотношение цена и качество - супер.;511615_101hotels
;;511615_101hotels
Нет;Очень было приятно познакомиться с сотрудниками отеля, их внимание, общительность и уважение к нам оставили в наших сердцах только добрые воспоминания об этом месте и городе, всем советуем без преувеличения. Чистые и ухоженные номера, а главное энергетика располагает быть на позитиве);511615_101hotels
;;511615_101hotels
;;511615_101hotels
;;511615_101hotels
;;511615_101hotels
В выбранном номере не было горячей воды и не было полотенец;;511615_101hotels
На время заселения кафе не функционировало.;Удалённость от транспортных магистралей, экологическая зона в двух кварталах, ароматы леса, звон птиц с рассветом. Чистота, уют номера. Отзывчивость и доброжелательность персонала. Приятно удивила цена 2300 руб за двуспальный номер. Уточняли в придорожных отелях - от 3500 руб.;511615_101hotels
;;511615_101hotels
;;495572_101hotels
;Очень вежливый персонал,вкусные завтраки,прекрасные кровати,что еще нужно для счастья?;495572_101hotels
Чуть больше следить за чистотой;"Приемлемые доступные цены,
Рядом с Байкалом
Хорошее обслуживание
Удобное расположение";495572_101hotels
;;495572_101hotels
;Очень вежливые работники, есть прачка, тихо, расположен в центре;495572_101hotels
;Благодаря хорошему месторасположению гостиницы, в пешей доступности есть хорошая транспортная развязка, мы с легкостью добирались до интересующих нас мест. Проживание уютное, посторонние шумы в комнате отсутствовали, техника современная, все работало исправно. В ванной комнате стоят косметические принадлежности.;495572_101hotels
Из минусов: не работала одна батарея в номере,неудобная подушка,нехватало фена и дополнительных полочек в ванне.;Удобное расположение,вежливый персонал,сытные и вкусные завтраки. По моей просьбе подкорректировали мой индивидуальный завтрак из-за непереносимости некоторых продуктов,за что отдельное спасибо!;495572_101hotels
;В номерах очень большие кровати, это большой плюс! Также понравились панорамные окна от потолка до пола, из-за них в комнате всегда светло. Телевизор хорошо ловил сигнал. По утрам отличные завтраки, один из лучших!;495572_101hotels
Посуду, чайник, фен, индивидуальные принадлежности необходимо просить (?). При заезде не было озвучено. Немного испортило впечатление, так как проживала только сутки.;Проживала в люксе. Номер огромный, хорошая мебель и спальные принадлежности. Красиво и уютно.  Да и красивый вид на гору.;650957_101hotels
;;650957_101hotels
"Скорее всего не для семей... 
Курилка прямо при выходе из здания, обойти и не остаться окуренным нет шансов ((
Плохая шумоизоляцмя, слышно разговоры соседей и им плач ребенка думаю тоже(
Небольшой запах сырости в сан узле. 
Такая огромная территория и нет никакой детской площадки /горки/качельки...";;650957_101hotels
Сотрудникам необходимо решить вопрос с передачей информации друг другу по смене, вести записи, чтобы не возникало лишних недоразумений.;Очень удобное расположение, близко от озера Байкал, а также удобно выезжать на экскурсии в окрестности. Собственная большая парковка на огороженной территории. Достаточно просторный номер со всей необходимой мебелью. Удобная кровать. Очень чистый санузел и белоснежное постельное белье и полотенца. Доступность кипятка круглосуточно. Вкусное питание, завтраки очень плотные, есть небольшой, но достаточный выбор блюд на завтрак за приемлемую сумму. Красивая столовая. В доме есть сауна и бассейн, но мы не пользовались. Персонал доброжелательный.;650957_101hotels
;;650957_101hotels
;;650957_101hotels
;Хороший загородный отель. Выбор удобств меня полностью устроил, все что ожидала, все есть. Проживать комфортно, удобная кровать с качественным матрасом. Гостеприимное отношение со стороны сотрудников. Цены доступные, мой бюджет не пострадал. Завтраки хорошие, вкусно и сытно.;653555_101hotels
;По работе пришлось мне попутешествовать по Иркутской области. Провел в пути с остановками более трех недель. В Байкальске и в этой гостинице жил четыре дня, очень мне понравилось. Прекрасно отдохнул и выспался. Привел в порядок личные вещи. Нормально поел, по-домашнему. Благодарен за комфорт.;664549_101hotels
;Очень гостеприимная хозяйка, при заселении напоила чаем с домашними вафлями. Очень чисто, ухоженная территория, в номере есть все необходимое. Кухня общая;658141_101hotels
;Номер у нас получился красивым, виды из окна еще лучше. После нашего визита в следующую поездку сюда мы собираемся уже с друзьями. Ведь сюда можно приехать на выходные и перезагрузиться. Дополнительных услуг хороший выбор, есть детская комната, а номера все комфортабельные.;6479_101hotels
;Красивый вид из окна, приятный персонал и сервис;6479_101hotels
Из минусов- это только отсутствие транспорта, чтобы добраться до центра, только такси или велосипед. Но это проблема всего городка.;Очень хорошие номера. Чистые светлые. Персонала практически не видели, но номер всегда убирался и пополнялся туалетными принадлежностями, чаем.  Питание разнообразное. Для шведского стола отличное.;6479_101hotels
;;6479_101hotels
;;6479_101hotels
;До горы метров 150, был прокат и место для хранения спортинвентаря и снаряжения. Природа очень красивая, лес, чистый воздух. В номере было уютно и тепло, хорошая кровать, свежее постельное белье, спутниковое ТВ и нормальный Wi-Fi, в ванной комнате с душем комплект туалетно-косметических принадлежностей.;6479_101hotels
;;6479_101hotels
;Отличное место для любителей горных склонов. До Байкала менее 1,5 км. Здесь открываются виды, способные стать незабываемы. Номер очень понравился, симпатичная меблировка, светло и уютно, есть вай-фай. Администрация отеля отлично выполняет свои обязанности. Канатная дорога всего в 500 метров. Отдыхом здесь остался доволен.;6479_101hotels
;Спасибо вам, за те эмоции, которые я смог испытать во время отдыха. Это впервые когда я смог забыть о работе и полностью окунуться в невероятно приятную атмосферу. Номер я бронировал заранее. В нем было тепло, хорошо убрано, стояла необходимая современная мебель, кровать удобная с ортопедическим матрасом.;6479_101hotels
;Останавливаюсь не первый раз. Великолепный отель. С каждым разом становится еще лучше. Проживал в современном благоустроенном номере со всем необходимым для комфортного отдыха. Персонал вежливый. Завтраки вкусные. До подъемника всего 5 минут. Небольшой недостаток – мало освещена территория.;6479_101hotels
;"Шведскый стол
миндальное молоко на столе";6479_101hotels
;Очень отличное место. Тут можно, как отдохнуть, так и заняться работой. К сожалению, тут бываю только в командировках, но мечтаю приехать на горнолыжный курорт. Конечно же, останавливаться буду тут по традиции. Персонал приветлив, вежливый. Радует наличие уютных номеров. А кушать я предпочитаю в местном ресторане. Цены супер и вкусно;6479_101hotels
;В Байкальске я побывал первый раз, однако мне понравилось буквально все в этом необычном, небольшом городе. Что касательно гостиницы, то выбирал я ее не так долго, поскольку их не так много в городе. Как оказалось, это шикарный вариант, здесь имеется все, для качественного отдыха.;6479_101hotels
;По цене отличный вариант. Везде чисто и уютно. Сотрудники отеля приветливые, отзывчивые и внимательны к гостям.;6479_101hotels
;;6479_101hotels
;Мы ночевали в гостинице одну ночь, обычный номер со всем необходимым. На территории можно поиграть в бильярд, просто погулять или отдохнуть среди зелени. Везде чисто и аккуратно, особенно понравился персонал, очень приветливый.;6479_101hotels
;Номер неплохой, чистый. По завтракам - в основном, каши. Очень удобно, подъёмники в паре шагов практически.;6479_101hotels
;Все было хорошо - завтрак, уборка номера, много телевизионных каналов, если вы заинтересованы, дружелюбный личный и отличный ресторан.;6479_101hotels
Из минусов то, что WI-FI не везде ловил.;Мне понравился здесь отдых после катания. Достаточно близко от горы плюс спа-процедуры всякие. Байкал недалеко. В номерах без изысков, но чисто. Хоть люкс мы и не заказывали.;6479_101hotels
За время нашей поездки никаких минусов не было мною замечено. Все можно даже сказать идеально. Всем советую, как лучший из отелей.;"Демократичные цены.
Уровень уюта.
Мебель аккуратная, чистая.
Персонал выполняет свою работу идеально.
Уборка проводится каждый день.
Масса интересных мест в округе.
Персонал приветлив, идет на контакт, готов оказать помощь.
Комфортные номера.";6479_101hotels
;Приличная гостиница за такие небольшие деньги. Мебель хоть и не новая, но вполне аккуратная, видно, что за ней смотрят и ухаживают. Уборка проходила довольно часто. рядом находиться много интересных мест, которые можно посетить. Персонал приветливый, готовый помочь в любую минуту и в любом вопросе. В целом жить здесь было комфортно.;6479_101hotels
;"Нормальная гостиница переночевать. Находится в красивом ухоженном месте вдали от  трассы. Брали стандарт с 2 кроватями и удобствами за 2 тыс.рублей. Хотелось бы такой номер подешевле, т.к гостиница далеко не новая. Но завтраки, включенные в стоимость компенсируют всё! Незабываемые завтраки шведский стол! Администраторы вежливы и услужливы. Спасибо за приют, если будем в тех краях остановимся обязательно сново в гостинице "" Соболинная"".";6479_101hotels
Очень далеко до подъёмников.;Очень красивое место, но сама гостиница не очень. Напоминает советский санаторий. На завтрак в основном каша. В стоимость включены оздоровительные процедуры. Во дворе есть мангал, территория охраняется.  Рядом лесная зона.;6479_101hotels
;Очень хорошая гостиница! Всегда чисто и уютно, свежая постель, удобные кровати. Персонал очень радостно встречает. Приеду сюда еще));6479_101hotels
;Приятная гостиница. Номер, в котором мы жили был чистый, комфортный, светлый. Персонал всегда улыбался, уборка своевременно.;6479_101hotels
;Гостиница расположена в красивейшем тихом месте. Вид с балкона просто завораживает. Чисто, уютно. Очень приветливый персонал. Завтрак вкусный и полезный.;6479_101hotels
;Для гостей созданы все условия для комфортного пребывания. Чистота и уют везде. Персонал отеля заботится о каждом госте, в том числе отвечая на любые вопросы. На завтраки предлагают разнообразные блюда. Конечно же, необходимо отметить чистейший воздух в этой местности.;3365_101hotels
Было бы неплохо если в номере люкс и других номерах , бар входил в общую стоимость! И в люксе нет утюга , а так все хорошо.;;3365_101hotels
;Отдыхали у вас, хорошо провели время. По просьбе нам принесли дополнительные кровати и теплые одеяла, так как по вечерам в комнате было прохладно. Техника современная, в ванной комнате стояли гигиенические принадлежности, вода подавалась без перебоев, сантехника новая. Всем рекомендую, спасибо.;3365_101hotels
Неэтичное отношение администратора ресторана к гостям;Удобное расположение, хорошие номера;3365_101hotels
Не понравилось, что по внешней лестнице в комнату на 2-м этаже сложно пройти. (С багажом!) Ковер очень старый и имел неприятный запах.;Курорт находится недалеко от Лыжной арены в Байкальске. У нас была машина, поэтому проблем не было. В Байкальске мы нашли очень хороший ресторанчик под названием «Петербург», он действительно выдающийся. У нас был очень чистый номер, тихо. Расположение отличное, в окружении природы. Размер комнаты хороший. Бармен в ресторане очень приятный, как и другие сотрудники. Сантехника хорошая, напор воды небольшой.;3365_101hotels
;Курорт находится недалеко от Лыжной арены в Байкальске, так далеко от поселка. Завтрак в отеле с восхитительным шведским столом, столовая имеет меньшую вместимость. У нас была машина, поэтому проблем с транспортировкой не было. В Байкальске мы нашли очень хороший ресторанчик «Петербург», он действительно выдающийся.;3365_101hotels
;Парк – отель понравился как внутри, так и снаружи. Всё очень достойно. Номер хоть у нас был и самый обычный, но для комфортного проживания всё предусмотрено. Ванная комната небольшая, кстати, как пожелание- на пол необходимо положить коврик возле душевой кабины.;3365_101hotels
;Останавливались в коттедже, нам понравилось! Чисто, уютно. Правда, туалет совсем маленький. Питание – всё сытно, есть разнообразие, вкусно. Понравилась баня на территории парк-отеля. Территория ухоженная, вечерами можно прогуливаться и дышать свежим воздухом! Подъёмники рядом!;3365_101hotels
;Останавливались с подругами. Нас заселили в трехместный номер с тремя отдельными кроватями, которые кстати были очень удобные. Места в номере немного, но и мы приехали сюда не для того, чтобы в нем сидеть. В отеле работает на редкость дружелюбный персонал, спасибо за отдых.;3365_101hotels
;;3365_101hotels
;Отличный отель для отдыха. Разумное соотношение цены - качеству. Номер чистый, с хорошим ремонтом. Вид из окна на гору Соболиную. Доброжелательный персонал. Прекрасная панорама вокруг, вкусные сытные завтраки. Уютная территория. Комфортное размещение, доброжелательный персонал. Здесь тихо и замечательно.;3365_101hotels
;Действительно необычный вариант для заселения. Если в большинстве случаев вы селитесь в так называемую бетону коробку, то здесь гораздо интересней. Апартаменты великолепно обустроены, здесь есть все для того чтобы без проблем жить. Благодарю.;3365_101hotels
